Name,Publisher,Platform,Genre,Release_Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales
FIFA 12,Electronic Arts,PS2,Sports,2011.0,0.0,0.02,0.0,0.06
FIFA 12,Electronic Arts,PS3,Sports,2011.0,0.84,4.3,0.11,1.39
FIFA 12,Electronic Arts,PSP,Sports,2011.0,0.12,0.25,0.02,0.13
FIFA 12,Electronic Arts,Wii,Sports,2011.0,0.15,0.5,0.0,0.11
FIFA 12,Electronic Arts,X360,Sports,2011.0,0.84,2.78,0.02,0.53
FIFA 14,Electronic Arts,3DS,Sports,2013.0,0.0,0.22,0.0,0.01
FIFA 14,Electronic Arts,PC,Sports,2013.0,0.01,0.36,0.0,0.03
FIFA 14,Electronic Arts,PS3,Sports,2013.0,0.78,4.24,0.07,1.37
FIFA 14,Electronic Arts,PS4,Sports,2013.0,0.61,1.85,0.11,0.44
FIFA 14,Electronic Arts,PSP,Sports,2013.0,0.0,0.15,0.0,0.04
FIFA 14,Electronic Arts,PSV,Sports,2013.0,0.08,0.23,0.01,0.09
FIFA 14,Electronic Arts,Wii,Sports,2013.0,0.0,0.36,0.0,0.02
FIFA 14,Electronic Arts,X360,Sports,2013.0,0.92,2.89,0.01,0.4
FIFA 14,Electronic Arts,XOne,Sports,2013.0,0.41,0.66,0.0,0.09
FIFA 15,Electronic Arts,3DS,Sports,2014.0,0.09,0.34,0.0,0.03
FIFA 15,Electronic Arts,PC,Sports,2014.0,0.0,0.27,0.0,0.02
FIFA 15,Electronic Arts,PS3,Sports,2014.0,0.58,3.02,0.04,0.64
FIFA 15,Electronic Arts,PS4,Sports,2014.0,0.8,4.33,0.05,0.9
FIFA 15,Electronic Arts,PSV,Sports,2014.0,0.08,0.35,0.05,0.12
FIFA 15,Electronic Arts,Wii,Sports,2014.0,0.15,0.37,0.0,0.04
FIFA 15,Electronic Arts,X360,Sports,2014.0,0.79,1.92,0.0,0.21
FIFA 15,Electronic Arts,XOne,Sports,2014.0,0.6,1.42,0.0,0.16
FIFA 16,Electronic Arts,PC,Sports,2015.0,0.06,0.13,0.0,0.01
FIFA 16,Electronic Arts,PS3,Sports,2015.0,0.41,1.84,0.05,0.4
FIFA 16,Electronic Arts,PS4,Sports,2015.0,1.12,6.12,0.06,1.28
FIFA 16,Electronic Arts,X360,Sports,2015.0,0.57,0.88,0.0,0.12
FIFA 16,Electronic Arts,XOne,Sports,2015.0,0.89,2.12,0.0,0.24
FIFA 17,Electronic Arts,PC,Sports,2016.0,0.0,0.11,0.0,0.01
FIFA 17,Electronic Arts,PS3,Sports,2016.0,0.05,0.55,0.03,0.1
FIFA 17,Electronic Arts,PS4,Sports,2016.0,0.66,5.75,0.08,1.11
FIFA 17,Electronic Arts,X360,Sports,2016.0,0.07,0.28,0.0,0.03
FIFA 17,Electronic Arts,XOne,Sports,2016.0,0.43,2.05,0.0,0.17
FIFA 2000,Electronic Arts,PS,Sports,1998.0,0.22,1.47,0.04,0.14
FIFA 2001 Major League Soccer,Electronic Arts,PS,Sports,2000.0,0.18,0.12,0.0,0.02
FIFA 2001: Major League Soccer,Electronic Arts,PS2,Sports,2000.0,0.0,0.0,0.09,0.0
FIFA 99,Electronic Arts,N64,Sports,1998.0,0.11,0.39,0.0,0.03
FIFA Manager 12,Electronic Arts,PC,Sports,2011.0,0.0,0.03,0.0,0.01
FIFA Soccer,Electronic Arts,PSP,Sports,2005.0,0.11,0.0,0.0,0.01
FIFA Soccer,Electronic Arts,PSV,Sports,2012.0,0.16,0.32,0.02,0.08
FIFA Soccer 06,Electronic Arts,DS,Sports,2005.0,0.05,0.0,0.0,0.0
FIFA Soccer 06,Electronic Arts,GBA,Sports,2005.0,0.05,0.02,0.0,0.0
FIFA Soccer 06,Electronic Arts,PS2,Sports,2005.0,0.78,2.55,0.04,0.84
FIFA Soccer 06,Electronic Arts,PSP,Sports,2005.0,0.1,0.0,0.0,0.01
FIFA Soccer 06,Electronic Arts,XB,Sports,2005.0,0.29,0.38,0.0,0.01
FIFA Soccer 07,Electronic Arts,DS,Sports,2006.0,0.05,0.01,0.0,0.0
FIFA Soccer 07,Electronic Arts,GC,Sports,2006.0,0.14,0.04,0.0,0.0
FIFA Soccer 07,Electronic Arts,PS2,Sports,2006.0,0.71,2.48,0.03,0.89
FIFA Soccer 07,Electronic Arts,PSP,Sports,2006.0,0.25,0.64,0.0,0.31
FIFA Soccer 07,Electronic Arts,X360,Sports,2006.0,0.24,0.01,0.0,0.02
FIFA Soccer 07,Electronic Arts,XB,Sports,2006.0,0.16,0.35,0.0,0.04
FIFA Soccer 08,Electronic Arts,DS,Sports,2007.0,0.1,0.65,0.0,0.11
FIFA Soccer 08,Electronic Arts,PC,Sports,2007.0,0.0,0.01,0.0,0.0
FIFA Soccer 08,Electronic Arts,PS2,Sports,2007.0,0.68,0.0,0.0,2.46
FIFA Soccer 08,Electronic Arts,PS3,Sports,2007.0,0.35,1.06,0.02,0.31
FIFA Soccer 08,Electronic Arts,PSP,Sports,2007.0,0.2,0.76,0.0,0.39
FIFA Soccer 08,Electronic Arts,Wii,Sports,2007.0,0.32,0.59,0.01,0.11
FIFA Soccer 08,Electronic Arts,X360,Sports,2007.0,0.31,0.89,0.01,0.14
FIFA Soccer 09,Electronic Arts,DS,Sports,2008.0,0.12,0.31,0.0,0.06
FIFA Soccer 09,Electronic Arts,PC,Sports,2008.0,0.0,0.02,0.0,0.0
FIFA Soccer 09,Electronic Arts,PS2,Sports,2008.0,0.38,0.07,0.01,1.82
FIFA Soccer 09,Electronic Arts,PS3,Sports,2008.0,0.48,1.63,0.04,0.43
FIFA Soccer 09,Electronic Arts,PSP,Sports,2008.0,0.23,0.73,0.02,0.37
FIFA Soccer 09,Electronic Arts,X360,Sports,2008.0,0.49,1.26,0.01,0.18
FIFA Soccer 09 All-Play,Electronic Arts,Wii,Sports,2008.0,0.28,0.51,0.0,0.09
FIFA Soccer 10,Electronic Arts,DS,Sports,2009.0,0.14,0.37,0.0,0.07
FIFA Soccer 10,Electronic Arts,PC,Sports,2009.0,0.0,0.04,0.0,0.01
FIFA Soccer 10,Electronic Arts,PS2,Sports,2009.0,0.23,0.24,0.0,1.23
FIFA Soccer 10,Electronic Arts,PS3,Sports,2009.0,0.6,2.45,0.05,0.52
FIFA Soccer 10,Electronic Arts,PSP,Sports,2009.0,0.15,0.67,0.01,0.31
FIFA Soccer 10,Electronic Arts,Wii,Sports,2009.0,0.23,0.64,0.0,0.11
FIFA Soccer 10,Electronic Arts,X360,Sports,2009.0,0.59,1.79,0.01,0.23
FIFA Soccer 11,Electronic Arts,DS,Sports,2010.0,0.13,0.49,0.0,0.08
FIFA Soccer 11,Electronic Arts,PC,Sports,2010.0,0.0,0.14,0.0,0.04
FIFA Soccer 11,Electronic Arts,PS2,Sports,2010.0,0.11,0.29,0.0,0.36
FIFA Soccer 11,Electronic Arts,PS3,Sports,2010.0,0.61,3.28,0.06,1.12
FIFA Soccer 11,Electronic Arts,PSP,Sports,2010.0,0.13,0.69,0.01,0.36
FIFA Soccer 11,Electronic Arts,Wii,Sports,2010.0,0.26,0.69,0.0,0.12
FIFA Soccer 11,Electronic Arts,X360,Sports,2010.0,0.71,2.39,0.02,0.4
FIFA Soccer 13,Electronic Arts,3DS,Action,2012.0,0.06,0.2,0.0,0.03
FIFA Soccer 13,Electronic Arts,PC,Action,2012.0,0.02,0.31,0.0,0.07
FIFA Soccer 13,Electronic Arts,PS3,Action,2012.0,1.06,5.01,0.13,1.97
FIFA Soccer 13,Electronic Arts,PSP,Action,2012.0,0.05,0.18,0.02,0.09
FIFA Soccer 13,Electronic Arts,PSV,Action,2012.0,0.0,0.28,0.05,0.11
FIFA Soccer 13,Electronic Arts,Wii,Action,2012.0,0.18,0.44,0.0,0.07
FIFA Soccer 13,Electronic Arts,WiiU,Action,2012.0,0.17,0.27,0.0,0.04
FIFA Soccer 13,Electronic Arts,X360,Action,2012.0,1.09,3.47,0.03,0.57
FIFA Soccer 2002,Electronic Arts,GC,Sports,2001.0,0.14,0.04,0.0,0.0
FIFA Soccer 2002,Electronic Arts,PS,Sports,2001.0,0.08,0.06,0.0,0.01
FIFA Soccer 2002,Electronic Arts,PS2,Sports,2001.0,0.31,0.24,0.0,0.08
FIFA Soccer 2003,Electronic Arts,GBA,Sports,2002.0,0.04,0.01,0.0,0.0
FIFA Soccer 2003,Electronic Arts,GC,Sports,2002.0,0.06,0.02,0.0,0.0
FIFA Soccer 2003,Electronic Arts,PS2,Sports,2002.0,0.46,2.28,0.05,0.61
FIFA Soccer 2003,Electronic Arts,XB,Sports,2002.0,0.2,0.4,0.0,0.04
FIFA Soccer 2003 (weekly jp sales),Electronic Arts,PS2,Sports,2002.0,0.0,0.0,0.04,0.0
FIFA Soccer 2004,Electronic Arts,GBA,Sports,2003.0,0.04,0.01,0.0,0.0
FIFA Soccer 2004,Electronic Arts,GC,Sports,2003.0,0.05,0.01,0.0,0.0
FIFA Soccer 2004,Electronic Arts,XB,Sports,2003.0,0.24,0.49,0.0,0.05
FIFA Soccer 2005,Electronic Arts,GBA,Sports,2004.0,0.06,0.02,0.0,0.0
FIFA Soccer 2005,Electronic Arts,GC,Sports,2004.0,0.11,0.03,0.0,0.0
FIFA Soccer 2005,Electronic Arts,PS2,Sports,2004.0,0.58,2.48,0.04,0.59
FIFA Soccer 2005,Electronic Arts,XB,Sports,2004.0,0.33,0.6,0.0,0.04
FIFA Soccer 64,Electronic Arts,N64,Sports,1997.0,0.16,0.3,0.0,0.03
FIFA Soccer 96,Electronic Arts,PS,Sports,1995.0,0.09,0.06,0.0,0.01
FIFA Soccer 97,Electronic Arts,PS,Sports,1996.0,0.09,0.06,0.0,0.01
FIFA Soccer World Championship,Electronic Arts,PS2,Sports,2000.0,0.27,0.21,0.28,0.07
FIFA Street,Electronic Arts,GC,Sports,2005.0,0.04,0.01,0.0,0.0
FIFA Street,Electronic Arts,PS2,Sports,2005.0,0.15,0.12,0.0,0.04
FIFA Street,Electronic Arts,PS3,Sports,2012.0,0.12,0.89,0.0,0.23
FIFA Street,Electronic Arts,X360,Sports,2012.0,0.17,0.62,0.0,0.1
FIFA Street,Electronic Arts,XB,Sports,2005.0,0.08,0.02,0.0,0.0
FIFA Street 2,Electronic Arts,DS,Sports,2006.0,0.04,0.0,0.0,0.0
FIFA Street 2,Electronic Arts,GC,Sports,2006.0,0.09,0.02,0.0,0.0
FIFA Street 2,Electronic Arts,PS2,Sports,2006.0,0.17,0.13,0.02,0.04
FIFA Street 2,Electronic Arts,PSP,Sports,2006.0,0.07,0.05,0.0,0.02
FIFA Street 2,Electronic Arts,XB,Sports,2006.0,0.06,0.02,0.0,0.0
FIFA Street 3,Electronic Arts,DS,Sports,2008.0,0.06,0.02,0.0,0.01
FIFA Street 3,Electronic Arts,PS3,Sports,2008.0,0.08,0.18,0.0,0.06
FIFA Street 3,Electronic Arts,X360,Sports,2008.0,0.14,0.14,0.0,0.03
FIFA World Cup Germany 2006,Electronic Arts,DS,Sports,2006.0,0.03,0.0,0.0,0.0
FIFA World Cup Germany 2006,Electronic Arts,GC,Sports,2006.0,0.1,0.03,0.0,0.0
FIFA World Cup Germany 2006,Electronic Arts,PS2,Sports,2006.0,0.47,0.02,0.0,0.08
FIFA World Cup Germany 2006,Electronic Arts,PSP,Sports,2006.0,0.1,0.0,0.0,0.01
FIFA World Cup Germany 2006,Electronic Arts,X360,Sports,2006.0,0.19,0.27,0.01,0.0
FIFA World Cup Germany 2006,Electronic Arts,XB,Sports,2006.0,0.18,0.05,0.0,0.01
FIFA World Cup: Germany 2006,Electronic Arts,GBA,Sports,2006.0,0.02,0.01,0.0,0.0
FIFA: Road to  World Cup 98,Electronic Arts,N64,Sports,1997.0,0.15,0.39,0.0,0.03
FIFA: Road to World Cup 98,Electronic Arts,PS,Sports,1997.0,0.14,0.09,0.46,0.05
Fab 5 Soccer,Destineer,DS,Sports,2008.0,0.01,0.0,0.0,0.0
FabStyle,Tecmo Koei,3DS,Strategy,2011.0,0.0,0.0,0.03,0.0
FabStyle,Tecmo Koei,DS,Strategy,2011.0,0.0,0.0,0.08,0.0
Fable,Microsoft Game Studios,X360,Role-Playing,2014.0,0.25,0.15,0.01,0.04
Fable,Microsoft Game Studios,XB,Role-Playing,2004.0,1.99,0.58,0.0,0.09
Fable II,Microsoft Game Studios,X360,Role-Playing,2008.0,2.51,1.24,0.11,0.41
Fable III,Microsoft Game Studios,PC,Role-Playing,2011.0,0.1,0.17,0.0,0.05
Fable III,Microsoft Game Studios,X360,Role-Playing,2010.0,3.59,1.08,0.05,0.38
Fable: The Journey,Microsoft Game Studios,X360,Role-Playing,2012.0,0.18,0.08,0.0,0.02
Fable: The Lost Chapters,Microsoft Game Studios,PC,Role-Playing,2005.0,0.01,0.05,0.0,0.01
Fabulous Finds,ValuSoft,DS,Puzzle,2009.0,0.1,0.0,0.0,0.01
Face Training,Nintendo,DS,Misc,2007.0,0.0,0.0,0.19,0.0
FaceBreaker,Electronic Arts,PS3,Fighting,2008.0,0.13,0.02,0.0,0.02
FaceBreaker,Electronic Arts,X360,Fighting,2008.0,0.15,0.02,0.0,0.02
FaceBreaker K.O. Party,Electronic Arts,Wii,Fighting,2008.0,0.19,0.01,0.0,0.02
Fade to Black,Electronic Arts,PS,Action,1996.0,0.19,0.13,0.0,0.02
Fading Shadows,Ivolgamus,PSP,Puzzle,2008.0,0.03,0.0,0.0,0.0
FairlyLife: MiracleDays,Piacci,PSP,Adventure,2010.0,0.0,0.0,0.01,0.0
Fairy Fencer F,Nippon Ichi Software,PS3,Role-Playing,2013.0,0.05,0.03,0.09,0.02
Fairy Fencer F: Advent Dark Force,Idea Factory International,PS4,Role-Playing,2015.0,0.02,0.0,0.05,0.0
Fairy Tail: Portable Guild,Konami Digital Entertainment,PSP,Fighting,2010.0,0.0,0.0,0.11,0.0
Fairy Tail: Portable Guild 2,Konami Digital Entertainment,PSP,Fighting,2011.0,0.0,0.0,0.08,0.0
Fairy Tail: Zelef Kakusei,Unknown,PSP,Action,2012.0,0.0,0.0,0.07,0.0
Fairytale Fights,Playlogic Game Factory,PS3,Action,2009.0,0.11,0.03,0.0,0.02
Fairytale Fights,Playlogic Game Factory,X360,Action,2009.0,0.14,0.02,0.0,0.01
Falcon 4.0: Allied Force,Graphsim Entertainment,PC,Simulation,2005.0,0.0,0.02,0.0,0.0
Fallout 3,Bethesda Softworks,PC,Role-Playing,2008.0,0.02,0.88,0.0,0.08
Fallout 3,Bethesda Softworks,PS3,Role-Playing,2008.0,2.15,1.13,0.07,0.59
Fallout 3,Bethesda Softworks,X360,Role-Playing,2008.0,3.4,0.99,0.09,0.45
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,Bethesda Softworks,X360,Role-Playing,2009.0,0.16,0.06,0.0,0.02
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,Bethesda Softworks,X360,Role-Playing,2009.0,0.09,0.0,0.0,0.01
Fallout 4,Bethesda Softworks,PC,Role-Playing,2015.0,0.51,0.67,0.0,0.1
Fallout 4,Bethesda Softworks,PS4,Role-Playing,2015.0,2.53,3.27,0.24,1.13
Fallout 4,Bethesda Softworks,XOne,Role-Playing,2015.0,2.51,1.32,0.01,0.38
Fallout Anthology,Bethesda Softworks,PC,Action,2015.0,0.0,0.01,0.0,0.0
Fallout Trilogy,Ubisoft,PC,Role-Playing,2004.0,0.0,0.02,0.0,0.0
Fallout: Brotherhood of Steel,Avalon Interactive,PS2,Role-Playing,2004.0,0.03,0.03,0.0,0.01
Fallout: Brotherhood of Steel,Avalon Interactive,XB,Role-Playing,2004.0,0.04,0.01,0.0,0.0
Fallout: New Vegas,Bethesda Softworks,PC,Role-Playing,2010.0,0.59,0.45,0.0,0.14
Fallout: New Vegas,Bethesda Softworks,PS3,Role-Playing,2010.0,1.52,1.03,0.1,0.46
Fallout: New Vegas,Bethesda Softworks,X360,Role-Playing,2010.0,2.66,1.03,0.04,0.33
Famicom Jump: Eiyuu Retsuden,Namco Bandai Games,NES,Role-Playing,1989.0,0.0,0.0,1.1,0.0
Famicom Mini: Adventure Island,Hudson Soft,GBA,Action,2004.0,0.0,0.0,0.08,0.0
Famicom Mini: Balloon Fight,Nintendo,GBA,Action,2004.0,0.0,0.0,0.06,0.0
Famicom Mini: Clu Clu Land,Nintendo,GBA,Puzzle,2004.0,0.0,0.0,0.04,0.0
Famicom Mini: Dig Dug,Namco Bandai Games,GBA,Puzzle,2004.0,0.0,0.0,0.05,0.0
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,Nintendo,GBA,Adventure,2004.0,0.0,0.0,0.08,0.0
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,Nintendo,GBA,Adventure,2004.0,0.0,0.0,0.11,0.0
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,Nintendo,GBA,Adventure,2004.0,0.0,0.0,0.1,0.0
Famicom Mini: Ganbare Goemon! Karakuri Douchuu,Konami Digital Entertainment,GBA,Platform,2004.0,0.0,0.0,0.2,0.01
Famicom Mini: Hikari Shinwa: Palutena no Kagami,Nintendo,GBA,Platform,2004.0,0.0,0.0,0.07,0.0
Famicom Mini: Makaimura,Capcom,GBA,Platform,2004.0,0.0,0.0,0.08,0.0
Famicom Mini: Mappy,Nintendo,GBA,Platform,2004.0,0.0,0.0,0.09,0.0
Famicom Mini: Mario Bros.,Nintendo,GBA,Platform,2004.0,0.0,0.0,0.08,0.0
Famicom Mini: Nazo no Murasame-Jou,Nintendo,GBA,Action,2004.0,0.0,0.0,0.07,0.0
Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,Nintendo,GBA,Strategy,2004.0,0.0,0.0,0.08,0.0
Famicom Mini: Star Soldier,Nintendo,GBA,Shooter,2004.0,0.0,0.0,0.08,0.0
Famicom Mini: Super Mario Bros. 2,Nintendo,GBA,Platform,2004.0,0.0,0.0,0.41,0.01
Famicom Mini: TwinBee,Konami Digital Entertainment,GBA,Shooter,2004.0,0.0,0.0,0.12,0.0
Famicom Mini: Wrecking Crew,Nintendo,GBA,Puzzle,2004.0,0.0,0.0,0.07,0.0
Famicom Remix Best Choice,Nintendo,3DS,Action,2015.0,0.0,0.0,0.04,0.0
Family Fest Presents Circus Games,Ubisoft,Wii,Misc,2008.0,0.1,0.29,0.0,0.05
Family Fest presents: Movie Games,Ubisoft,Wii,Action,2008.0,0.2,0.01,0.0,0.02
Family Feud Decades,Ubisoft,Wii,Misc,2010.0,0.15,0.0,0.0,0.01
Family Feud: 2010 Edition,Ubisoft,DS,Misc,2009.0,0.24,0.0,0.0,0.02
Family Feud: 2010 Edition,Ubisoft,Wii,Misc,2009.0,0.58,0.0,0.0,0.04
Family Feud: 2012 Edition,Ubisoft,Wii,Misc,2011.0,0.17,0.0,0.0,0.01
Family Feud: 2012 Edition,Ubisoft,X360,Misc,2011.0,0.1,0.0,0.0,0.01
Family Fortunes,Mindscape,DS,Misc,2009.0,0.0,0.04,0.0,0.0
Family Fortunes,Mindscape,Wii,Misc,2009.0,0.0,0.12,0.0,0.01
Family Fun Football,Tecmo Koei,Wii,Sports,2009.0,0.1,0.0,0.0,0.01
Family Game Night 4: The Game Show,Electronic Arts,PS3,Misc,2011.0,0.08,0.02,0.0,0.01
Family Game Night 4: The Game Show,Electronic Arts,Wii,Misc,2011.0,0.12,0.03,0.0,0.01
Family Game Night 4: The Game Show,Electronic Arts,X360,Misc,2011.0,0.07,0.0,0.0,0.01
Family GameShow,Zushi Games,Wii,Misc,2009.0,0.08,0.0,0.0,0.01
Family Guy,Take-Two Interactive,PSP,Action,2006.0,0.18,0.0,0.0,0.02
Family Guy: Back to the Multiverse,Activision,PS3,Action,2012.0,0.12,0.1,0.0,0.04
Family Guy: Back to the Multiverse,Activision,X360,Action,2012.0,0.14,0.09,0.0,0.02
Family Jockey,Namco Bandai Games,Wii,Sports,2008.0,0.0,0.0,0.01,0.0
Family Party: 30 Great Games,D3Publisher,Wii,Misc,2008.0,0.08,0.01,0.0,0.01
Family Party: 30 Great Games Outdoor Fun,D3Publisher,Wii,Misc,2009.0,0.14,0.01,0.0,0.01
Family Party: 30 Great Games Winter Fun,D3Publisher,Wii,Sports,2010.0,0.21,0.0,0.0,0.01
Family Party: 90 Great Games Party Pack,D3Publisher,Wii,Misc,2010.0,0.31,0.0,0.0,0.02
Family Party: Fitness Fun,D3Publisher,Wii,Sports,2010.0,0.14,0.0,0.0,0.01
Family Trainer: Treasure Adventure,Namco Bandai Games,Wii,Sports,2010.0,0.0,0.05,0.0,0.01
Famista '91,Namco Bandai Games,NES,Sports,1990.0,0.0,0.0,0.3,0.0
Famista '92,Namco Bandai Games,NES,Sports,1991.0,0.0,0.0,0.28,0.0
Famista Returns,Namco Bandai Games,3DS,Sports,2015.0,0.0,0.0,0.14,0.0
Fancy Nancy: Tea Party Time!,THQ,DS,Adventure,2010.0,0.16,0.0,0.0,0.01
Fantasia: Music Evolved,Disney Interactive Studios,X360,Misc,2014.0,0.06,0.01,0.0,0.01
Fantasia: Music Evolved,Disney Interactive Studios,XOne,Misc,2014.0,0.11,0.03,0.0,0.01
Fantastic 4,Activision,GC,Action,2005.0,0.19,0.05,0.0,0.01
Fantastic 4,Activision,PS2,Action,2005.0,0.41,0.01,0.0,0.07
Fantastic 4,Activision,XB,Action,2005.0,0.2,0.06,0.0,0.01
Fantastic 4: Flame On,Activision,GBA,Action,2005.0,0.2,0.08,0.0,0.01
Fantastic Four,Acclaim Entertainment,PS,Action,1997.0,0.04,0.03,0.0,0.0
Fantastic Four: Rise of the Silver Surfer,Take-Two Interactive,DS,Action,2007.0,0.04,0.0,0.0,0.0
Fantastic Four: Rise of the Silver Surfer,Take-Two Interactive,PS2,Action,2007.0,0.19,0.15,0.0,0.05
Fantastic Four: Rise of the Silver Surfer,Take-Two Interactive,PS3,Action,2007.0,0.12,0.02,0.0,0.02
Fantastic Four: Rise of the Silver Surfer,Take-Two Interactive,Wii,Action,2007.0,0.04,0.01,0.0,0.0
Fantastic Four: Rise of the Silver Surfer,Take-Two Interactive,X360,Action,2007.0,0.1,0.01,0.0,0.01
Fantastic Pets,THQ,X360,Simulation,2011.0,0.3,0.08,0.0,0.03
Fantastic Voyage,20th Century Fox Video Games,2600,Action,1981.0,0.32,0.02,0.0,0.0
Fantasy Aquarium World,Destineer,Wii,Simulation,2009.0,0.06,0.0,0.0,0.0
Fantasy Aquarium by DS,Mercury Games,DS,Simulation,2008.0,0.07,0.0,0.0,0.01
Fantasy Life,Nintendo,3DS,Role-Playing,2012.0,0.33,0.37,0.37,0.06
Fantavision,Sony Computer Entertainment,PS2,Puzzle,2000.0,0.14,0.11,0.19,0.04
Far Cry,Ubisoft,PC,Shooter,2004.0,0.0,0.04,0.0,0.01
Far Cry 2,Ubisoft,PC,Action,2008.0,0.01,0.45,0.0,0.03
Far Cry 2,Ubisoft,PS3,Action,2008.0,0.43,0.69,0.01,0.26
Far Cry 2,Ubisoft,X360,Action,2008.0,0.71,0.69,0.02,0.18
Far Cry 3,Ubisoft,PC,Shooter,2012.0,0.22,0.62,0.0,0.12
Far Cry 3,Ubisoft,PS3,Shooter,2012.0,0.88,1.7,0.1,0.67
Far Cry 3,Ubisoft,X360,Shooter,2012.0,1.38,1.32,0.02,0.28
Far Cry 4,Ubisoft,PC,Shooter,2014.0,0.15,0.44,0.0,0.04
Far Cry 4,Ubisoft,PS3,Shooter,2014.0,0.34,0.68,0.08,0.19
Far Cry 4,Ubisoft,PS4,Shooter,2014.0,1.13,2.18,0.1,0.63
Far Cry 4,Ubisoft,X360,Shooter,2014.0,0.45,0.37,0.0,0.08
Far Cry 4,Ubisoft,XOne,Shooter,2014.0,0.8,0.69,0.01,0.14
Far Cry Instincts,Ubisoft,XB,Shooter,2005.0,0.32,0.24,0.0,0.02
Far Cry Instincts Evolution,Ubisoft,XB,Shooter,2006.0,0.06,0.02,0.0,0.0
Far Cry Instincts Predator,Ubisoft,X360,Shooter,2006.0,0.2,0.03,0.0,0.02
Far Cry Vengeance,Ubisoft,Wii,Shooter,2006.0,0.06,0.01,0.0,0.01
Far Cry: Primal,Ubisoft,PC,Action,2016.0,0.04,0.11,0.0,0.01
Far Cry: Primal,Ubisoft,PS4,Action,2016.0,0.6,1.25,0.06,0.35
Far Cry: Primal,Ubisoft,XOne,Action,2016.0,0.47,0.33,0.0,0.08
Far East of Eden II: Manji Maru,Hudson Soft,DS,Role-Playing,2006.0,0.0,0.0,0.01,0.0
Far East of Eden II: Manji Maru,Hudson Soft,PS2,Role-Playing,2003.0,0.0,0.0,0.17,0.0
Far East of Eden Shinden,Hudson Soft,NG,Fighting,1995.0,0.0,0.0,0.03,0.0
Far East of Eden Zero,Hudson Soft,SNES,Role-Playing,1995.0,0.0,0.0,0.3,0.0
Farm Frenzy,Mumbo Jumbo,PC,Strategy,2008.0,0.02,0.0,0.0,0.0
Farm Frenzy 3,Alawar Entertainment,PC,Strategy,2009.0,0.0,0.03,0.0,0.01
Farm Frenzy 3,Unknown,DS,Strategy,2011.0,0.0,0.02,0.0,0.0
Farm Frenzy: Animal Country,City Interactive,DS,Simulation,2009.0,0.13,0.01,0.0,0.01
Farming 2017 - The Simulation,UIG Entertainment,PS4,Simulation,2016.0,0.0,0.01,0.0,0.0
Farming Simulator 15 Expansion Pack,Focus Home Interactive,PC,Action,2015.0,0.0,0.01,0.0,0.0
Farming Simulator 2012,Excalibur Publishing,3DS,Action,2012.0,0.0,0.12,0.0,0.01
Farming Simulator 2013,Focus Home Interactive,PC,Simulation,2012.0,0.0,0.81,0.0,0.15
Farming Simulator 2013,Focus Home Interactive,PS3,Simulation,2013.0,0.0,0.09,0.02,0.02
Farming Simulator 2013,Focus Home Interactive,X360,Simulation,2013.0,0.22,0.13,0.0,0.04
Farming Simulator 2014,Focus Home Interactive,PSV,Simulation,2014.0,0.01,0.0,0.0,0.0
Farming Simulator 2015,Focus Home Interactive,PC,Simulation,2014.0,0.08,1.04,0.0,0.07
Farming Simulator 2015,Koch Media,PS3,Simulation,2015.0,0.11,0.2,0.0,0.06
Farming Simulator 2015,Koch Media,PS4,Simulation,2015.0,0.1,0.2,0.0,0.06
Farming Simulator 2015,Koch Media,X360,Simulation,2015.0,0.22,0.11,0.0,0.03
Farming Simulator 2015,Koch Media,XOne,Simulation,2015.0,0.1,0.08,0.0,0.02
Farmtopia,505 Games,DS,Simulation,2010.0,0.18,0.0,0.0,0.01
Fashion Studio: Paris Collection,Ubisoft,DS,Misc,2009.0,0.13,0.0,0.0,0.01
Fashion Week Jr. Designer,505 Games,DS,Simulation,2009.0,0.04,0.0,0.0,0.0
Fashionable Puppy: Oshare na Koinu DS,MTO,DS,Simulation,2007.0,0.0,0.0,0.01,0.0
Fast & Furious: Showdown,Activision,PS3,Action,2013.0,0.0,0.02,0.0,0.0
Fast & Furious: Showdown,Activision,X360,Action,2013.0,0.0,0.03,0.0,0.0
Fast Food,Unknown,2600,Action,1981.0,0.27,0.02,0.0,0.0
Fast Food Panic,Nobilis,DS,Simulation,2010.0,0.13,0.0,0.0,0.01
Fast Food Panic,Nobilis,Wii,Simulation,2009.0,0.06,0.0,0.0,0.0
Fat Princess: Fistful of Cake,Sony Computer Entertainment,PSP,Action,2010.0,0.08,0.02,0.0,0.02
Fatal Frame,Tecmo Koei,XB,Action,2002.0,0.04,0.01,0.0,0.0
Fatal Frame,Wanadoo,PS2,Action,2001.0,0.07,0.06,0.0,0.02
Fatal Frame 2: Wii Edition,Nintendo,Wii,Action,2012.0,0.0,0.0,0.1,0.0
Fatal Frame II: Crimson Butterfly,Ubisoft,PS2,Action,2003.0,0.08,0.06,0.0,0.02
