Name,Platform,Publisher,Genre,Release_Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Suikoden,PS,Konami Digital Entertainment,Role-Playing,1995.0,0.21,0.14,0.21,0.04
Suikoden,PS,Konami Digital Entertainment,Role-Playing,1995.0,0.21,0.14,0.21,0.04
Suikoden II,PS,Konami Digital Entertainment,Role-Playing,1998.0,0.15,0.1,0.38,0.04
Suikoden II,PS,Konami Digital Entertainment,Role-Playing,1998.0,0.15,0.1,0.38,0.04
Suikoden IV,PS2,Konami Digital Entertainment,Role-Playing,2004.0,0.17,0.13,0.3,0.05
Suikoden IV,PS2,Konami Digital Entertainment,Role-Playing,2004.0,0.17,0.13,0.3,0.05
Suikoden Tactics,PS2,Konami Digital Entertainment,Strategy,2005.0,0.06,0.05,0.07,0.02
Suikoden Tactics,PS2,Konami Digital Entertainment,Strategy,2005.0,0.06,0.05,0.07,0.02
Suikoden Tierkreis,DS,Konami Digital Entertainment,Role-Playing,2008.0,0.09,0.01,0.15,0.01
Suikoden Tierkreis,DS,Konami Digital Entertainment,Role-Playing,2008.0,0.09,0.01,0.15,0.01
Suikoden V,PS2,Konami Digital Entertainment,Role-Playing,2006.0,0.08,0.06,0.19,0.02
Suikoden V,PS2,Konami Digital Entertainment,Role-Playing,2006.0,0.08,0.06,0.19,0.02
Sunset Overdrive,XOne,Microsoft Game Studios,Shooter,2014.0,0.62,0.4,0.0,0.08
Sunset Overdrive,XOne,Microsoft Game Studios,Shooter,2014.0,0.62,0.4,0.0,0.08
Super Castlevania IV,SNES,Konami Digital Entertainment,Platform,1991.0,0.32,0.05,0.25,0.01
Super Castlevania IV,SNES,Konami Digital Entertainment,Platform,1991.0,0.32,0.05,0.25,0.01
Super Monkey Ball,GC,Atari,Puzzle,2001.0,0.95,0.37,0.1,0.04
Super Monkey Ball,GC,Atari,Puzzle,2001.0,0.95,0.37,0.1,0.04
Super Monkey Ball 2,GC,Atari,Puzzle,2002.0,1.11,0.31,0.06,0.04
Super Monkey Ball 2,GC,Atari,Puzzle,2002.0,1.11,0.31,0.06,0.04
Super Monkey Ball 3D,3DS,Sega,Action,2011.0,0.26,0.15,0.05,0.04
Super Monkey Ball 3D,3DS,Sega,Action,2011.0,0.26,0.15,0.05,0.04
Super Swing Golf,Wii,Nintendo,Sports,2006.0,0.14,0.01,0.07,0.01
Super Swing Golf,Wii,Nintendo,Sports,2006.0,0.14,0.01,0.07,0.01
Super Swing Golf Season 2,Wii,Rising Star Games,Sports,2007.0,0.08,0.0,0.03,0.01
Super Swing Golf Season 2,Wii,Rising Star Games,Sports,2007.0,0.08,0.0,0.03,0.01
Swing Away Golf,PS2,Electronic Arts,Sports,2000.0,0.17,0.13,0.18,0.04
Swing Away Golf,PS2,Electronic Arts,Sports,2000.0,0.17,0.13,0.18,0.04
Sword Art Online: Lost Song,PSV,Namco Bandai Games,Role-Playing,2015.0,0.08,0.1,0.23,0.05
Sword Art Online: Lost Song,PSV,Namco Bandai Games,Role-Playing,2015.0,0.08,0.1,0.23,0.05
Syphon Filter 2,PS,Sony Computer Entertainment,Shooter,2000.0,1.5,0.55,0.02,0.08
Syphon Filter 2,PS,Sony Computer Entertainment,Shooter,2000.0,1.5,0.55,0.02,0.08
TRINITY: Souls of Zill O'll,PS3,Ubisoft Annecy,Role-Playing,2010.0,0.06,0.03,0.03,0.02
TRINITY: Souls of Zill O'll,PS3,Ubisoft Annecy,Role-Playing,2010.0,0.06,0.03,0.03,0.02
Tactics Ogre: Let Us Cling Together,PSP,Square Enix,Role-Playing,2010.0,0.15,0.07,0.27,0.05
Tactics Ogre: Let Us Cling Together,PSP,Square Enix,Role-Playing,2010.0,0.15,0.07,0.27,0.05
Tactics Ogre: The Knight of Lodis,GBA,Nintendo,Role-Playing,2001.0,0.13,0.05,0.31,0.01
Tactics Ogre: The Knight of Lodis,GBA,Nintendo,Role-Playing,2001.0,0.13,0.05,0.31,0.01
Tales of Destiny II,PS,Namco Bandai Games,Role-Playing,2000.0,0.06,0.04,0.66,0.05
Tales of Destiny II,PS,Namco Bandai Games,Role-Playing,2000.0,0.06,0.04,0.66,0.05
Tales of Graces f,PS3,Namco Bandai Games,Role-Playing,2010.0,0.28,0.21,0.45,0.08
Tales of Graces f,PS3,Namco Bandai Games,Role-Playing,2010.0,0.28,0.21,0.45,0.08
Tales of Vesperia,X360,Atari,Role-Playing,2008.0,0.32,0.18,0.19,0.05
Tales of Vesperia,X360,Atari,Role-Playing,2008.0,0.32,0.18,0.19,0.05
Tales of Zestiria,PS4,Namco Bandai Games,Role-Playing,2015.0,0.16,0.15,0.02,0.06
Tales of Zestiria,PS4,Namco Bandai Games,Role-Playing,2015.0,0.16,0.15,0.02,0.06
Tamagotchi Connection: Corner Shop 3,DS,Atari,Simulation,2007.0,0.07,0.0,0.31,0.01
Tamagotchi Connection: Corner Shop 3,DS,Atari,Simulation,2007.0,0.07,0.0,0.31,0.01
Tamagotchi Party On!,Wii,Namco Bandai Games,Misc,2006.0,0.12,0.0,0.06,0.01
Tamagotchi Party On!,Wii,Namco Bandai Games,Misc,2006.0,0.12,0.0,0.06,0.01
Tank! Tank! Tank!,WiiU,Namco Bandai Games,Action,2012.0,0.02,0.01,0.05,0.0
Tank! Tank! Tank!,WiiU,Namco Bandai Games,Action,2012.0,0.02,0.01,0.05,0.0
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,Capcom,Fighting,2010.0,0.32,0.16,0.03,0.05
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,Capcom,Fighting,2010.0,0.32,0.16,0.03,0.05
Tears to Tiara II: Heir of the Overlord,PS3,Nippon Ichi Software,Role-Playing,2013.0,0.07,0.02,0.06,0.01
Tears to Tiara II: Heir of the Overlord,PS3,Nippon Ichi Software,Role-Playing,2013.0,0.07,0.02,0.06,0.01
Teenage Mutant Ninja Turtles,NES,Palcom,Action,1989.0,3.38,0.44,0.31,0.04
Teenage Mutant Ninja Turtles,NES,Palcom,Action,1989.0,3.38,0.44,0.31,0.04
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Konami Digital Entertainment,Action,1990.0,1.74,0.25,0.21,0.03
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Konami Digital Entertainment,Action,1990.0,1.74,0.25,0.21,0.03
Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,Konami Digital Entertainment,Action,1991.0,1.05,0.17,0.15,0.02
Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,Konami Digital Entertainment,Action,1991.0,1.05,0.17,0.15,0.02
Tekken 2,PS,Sony Computer Entertainment,Fighting,1996.0,2.26,1.89,1.36,0.23
Tekken 2,PS,Sony Computer Entertainment,Fighting,1996.0,2.26,1.89,1.36,0.23
Tekken 3D: Prime Edition,3DS,Nintendo,Fighting,2012.0,0.06,0.08,0.05,0.01
Tekken 3D: Prime Edition,3DS,Nintendo,Fighting,2012.0,0.06,0.08,0.05,0.01
Tekken 4,PS2,Namco Bandai Games,Fighting,2002.0,1.55,1.27,0.33,0.29
Tekken 4,PS2,Namco Bandai Games,Fighting,2002.0,1.55,1.27,0.33,0.29
Tekken Tag Tournament,PS2,Namco Bandai Games,Fighting,2000.0,1.68,1.51,0.51,0.35
Tekken Tag Tournament,PS2,Namco Bandai Games,Fighting,2000.0,1.68,1.51,0.51,0.35
Tekken Tag Tournament 2,WiiU,Namco Bandai Games,Fighting,2012.0,0.09,0.07,0.01,0.01
Tekken Tag Tournament 2,WiiU,Namco Bandai Games,Fighting,2012.0,0.09,0.07,0.01,0.01
Tekken Tag Tournament 2,X360,Namco Bandai Games,Fighting,2012.0,0.19,0.12,0.01,0.03
Tekken Tag Tournament 2,X360,Namco Bandai Games,Fighting,2012.0,0.19,0.12,0.01,0.03
Tenchu Z,X360,Microsoft Game Studios,Action,2006.0,0.27,0.02,0.02,0.03
Tenchu Z,X360,Microsoft Game Studios,Action,2006.0,0.27,0.02,0.02,0.03
Tenchu: Dark Secret,DS,From Software,Action,2006.0,0.03,0.0,0.01,0.0
Tenchu: Dark Secret,DS,From Software,Action,2006.0,0.03,0.0,0.01,0.0
Tenchu: Shadow Assassins,PSP,Ubisoft,Action,2009.0,0.03,0.03,0.05,0.01
Tenchu: Shadow Assassins,PSP,Ubisoft,Action,2009.0,0.03,0.03,0.05,0.01
Tenchu: Shadow Assassins,Wii,Ubisoft,Action,2008.0,0.16,0.01,0.03,0.02
Tenchu: Shadow Assassins,Wii,Ubisoft,Action,2008.0,0.16,0.01,0.03,0.02
Tenchu: Stealth Assassins,PS,Activision,Action,1997.0,0.95,0.64,0.27,0.13
Tenchu: Stealth Assassins,PS,Activision,Action,1997.0,0.95,0.64,0.27,0.13
Tenchu: Wrath of Heaven,PS2,Activision,Action,2003.0,0.44,0.34,0.25,0.11
Tenchu: Wrath of Heaven,PS2,Activision,Action,2003.0,0.44,0.34,0.25,0.11
Tenkai Knights: Brave Battle,3DS,Namco Bandai Games,Action,2014.0,0.01,0.01,0.0,0.0
Tenkai Knights: Brave Battle,3DS,Namco Bandai Games,Action,2014.0,0.01,0.01,0.0,0.0
Terminator Salvation,X360,Warner Bros. Interactive Entertainment,Shooter,2009.0,0.13,0.18,0.0,0.04
Terminator Salvation,X360,Warner Bros. Interactive Entertainment,Shooter,2009.0,0.13,0.18,0.0,0.04
Terminator Salvation,PS3,Warner Bros. Interactive Entertainment,Shooter,2009.0,0.13,0.29,0.01,0.11
Terminator Salvation,PS3,Warner Bros. Interactive Entertainment,Shooter,2009.0,0.13,0.29,0.01,0.11
Terraria,PS3,505 Games,Action,2013.0,0.07,0.26,0.09,0.07
Terraria,PS3,505 Games,Action,2013.0,0.07,0.26,0.09,0.07
Test Drive,PS2,Atari,Racing,2002.0,0.95,0.21,0.01,0.18
Test Drive,PS2,Atari,Racing,2002.0,0.95,0.21,0.01,0.18
Test Drive Unlimited,X360,Atari,Racing,2006.0,0.23,0.04,0.02,0.03
Test Drive Unlimited,X360,Atari,Racing,2006.0,0.23,0.04,0.02,0.03
Tetris 2,NES,Nintendo,Puzzle,1993.0,0.62,0.13,0.21,0.02
Tetris 2,NES,Nintendo,Puzzle,1993.0,0.62,0.13,0.21,0.02
Tetris Axis,3DS,Tetris Online,Puzzle,2011.0,0.2,0.13,0.06,0.03
Tetris Axis,3DS,Tetris Online,Puzzle,2011.0,0.2,0.13,0.06,0.03
Tetris Party Deluxe,DS,Nintendo,Puzzle,2010.0,0.29,0.3,0.12,0.07
Tetris Party Deluxe,DS,Nintendo,Puzzle,2010.0,0.29,0.3,0.12,0.07
Tetris Party Deluxe,Wii,Nintendo,Puzzle,2010.0,0.34,0.17,0.02,0.05
Tetris Party Deluxe,Wii,Nintendo,Puzzle,2010.0,0.34,0.17,0.02,0.05
The 3rd Birthday,PSP,Square Enix,Role-Playing,2010.0,0.13,0.07,0.27,0.05
The 3rd Birthday,PSP,Square Enix,Role-Playing,2010.0,0.13,0.07,0.27,0.05
The Adventures of Darwin,PS2,Essential Games,Strategy,2006.0,0.01,0.0,0.03,0.0
The Adventures of Darwin,PS2,Essential Games,Strategy,2006.0,0.01,0.0,0.03,0.0
The Amazing Spider-Man 2 (2014),PS4,Activision,Action,2014.0,0.2,0.25,0.02,0.09
The Amazing Spider-Man 2 (2014),PS4,Activision,Action,2014.0,0.2,0.25,0.02,0.09
The Amazing Spider-Man 2 (2014),PS3,Activision,Action,2014.0,0.06,0.16,0.02,0.05
The Amazing Spider-Man 2 (2014),PS3,Activision,Action,2014.0,0.06,0.16,0.02,0.05
The Bouncer,PS2,Sony Computer Entertainment,Action,2000.0,0.3,0.23,0.38,0.08
The Bouncer,PS2,Sony Computer Entertainment,Action,2000.0,0.3,0.23,0.38,0.08
The Crew,PS4,Ubisoft,Racing,2014.0,0.34,1.08,0.03,0.26
The Crew,PS4,Ubisoft,Racing,2014.0,0.34,1.08,0.03,0.26
The Cursed Crusade,PS3,DTP Entertainment,Action,2011.0,0.07,0.07,0.01,0.03
The Cursed Crusade,PS3,DTP Entertainment,Action,2011.0,0.07,0.07,0.01,0.03
The Darkness,X360,Take-Two Interactive,Shooter,2007.0,0.36,0.04,0.01,0.04
The Darkness,X360,Take-Two Interactive,Shooter,2007.0,0.36,0.04,0.01,0.04
The Elder Scrolls III: Morrowind,XB,Ubisoft,Role-Playing,2002.0,2.09,0.63,0.03,0.11
The Elder Scrolls III: Morrowind,XB,Ubisoft,Role-Playing,2002.0,2.09,0.63,0.03,0.11
The Elder Scrolls IV: Oblivion,X360,Take-Two Interactive,Role-Playing,2006.0,2.82,1.05,0.13,0.4
The Elder Scrolls IV: Oblivion,X360,Take-Two Interactive,Role-Playing,2006.0,2.82,1.05,0.13,0.4
The Elder Scrolls IV: Oblivion,PS3,Ubisoft,Role-Playing,2007.0,1.69,0.87,0.14,0.42
The Elder Scrolls IV: Oblivion,PS3,Ubisoft,Role-Playing,2007.0,1.69,0.87,0.14,0.42
The Elder Scrolls V: Skyrim,X360,Bethesda Softworks,Role-Playing,2011.0,5.03,2.86,0.1,0.85
The Elder Scrolls V: Skyrim,X360,Bethesda Softworks,Role-Playing,2011.0,5.03,2.86,0.1,0.85
The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,Role-Playing,2011.0,2.55,2.71,0.25,1.05
The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,Role-Playing,2011.0,2.55,2.71,0.25,1.05
The Evil Within,X360,Bethesda Softworks,Action,2014.0,0.25,0.2,0.01,0.04
The Evil Within,X360,Bethesda Softworks,Action,2014.0,0.25,0.2,0.01,0.04
The Evil Within,PS3,Bethesda Softworks,Action,2014.0,0.26,0.39,0.12,0.14
The Evil Within,PS3,Bethesda Softworks,Action,2014.0,0.26,0.39,0.12,0.14
The Evil Within,PS4,Bethesda Softworks,Action,2014.0,0.55,0.84,0.11,0.31
The Evil Within,PS4,Bethesda Softworks,Action,2014.0,0.55,0.84,0.11,0.31
The Evil Within,XOne,Bethesda Softworks,Action,2014.0,0.35,0.25,0.0,0.05
The Evil Within,XOne,Bethesda Softworks,Action,2014.0,0.35,0.25,0.0,0.05
The Eye of Judgment,PS3,Sony Computer Entertainment,Misc,2007.0,0.28,0.0,0.02,0.03
The Eye of Judgment,PS3,Sony Computer Entertainment,Misc,2007.0,0.28,0.0,0.02,0.03
The Getaway,PS2,Sony Computer Entertainment,Action,2002.0,1.23,1.77,0.05,0.49
The Getaway,PS2,Sony Computer Entertainment,Action,2002.0,1.23,1.77,0.05,0.49
The Getaway: Black Monday,PS2,Sony Computer Entertainment,Action,2004.0,0.39,1.01,0.02,0.36
The Getaway: Black Monday,PS2,Sony Computer Entertainment,Action,2004.0,0.39,1.01,0.02,0.36
The Godfather,PS2,Electronic Arts,Action,2006.0,0.89,0.03,0.01,0.15
The Godfather,PS2,Electronic Arts,Action,2006.0,0.89,0.03,0.01,0.15
The Godfather II,PS3,Electronic Arts,Action,2009.0,0.41,0.22,0.01,0.11
The Godfather II,PS3,Electronic Arts,Action,2009.0,0.41,0.22,0.01,0.11
The Godfather II,X360,Electronic Arts,Action,2009.0,0.47,0.24,0.01,0.08
The Godfather II,X360,Electronic Arts,Action,2009.0,0.47,0.24,0.01,0.08
The House of the Dead 2 & 3 Return,Wii,Sega,Shooter,2008.0,0.78,0.5,0.03,0.15
The House of the Dead 2 & 3 Return,Wii,Sega,Shooter,2008.0,0.78,0.5,0.03,0.15
The House of the Dead: Overkill,Wii,Sega,Shooter,2009.0,0.46,0.31,0.02,0.09
The House of the Dead: Overkill,Wii,Sega,Shooter,2009.0,0.46,0.31,0.02,0.09
The ICO & Shadow of the Colossus Collection,PS3,Sony Computer Entertainment,Adventure,2011.0,0.67,0.37,0.13,0.17
The ICO & Shadow of the Colossus Collection,PS3,Sony Computer Entertainment,Adventure,2011.0,0.67,0.37,0.13,0.17
The Incredibles,GBA,THQ,Action,2004.0,1.15,0.77,0.04,0.1
The Incredibles,GBA,THQ,Action,2004.0,1.15,0.77,0.04,0.1
The Incredibles,PS2,THQ,Action,2004.0,0.96,1.08,0.04,0.3
The Incredibles,PS2,THQ,Action,2004.0,0.96,1.08,0.04,0.3
The King of Fighters '98 Ultimate Match,PS2,Ignition Entertainment,Fighting,2008.0,0.04,0.03,0.03,0.01
The King of Fighters '98 Ultimate Match,PS2,Ignition Entertainment,Fighting,2008.0,0.04,0.03,0.03,0.01
The King of Fighters 2006,PS2,Ignition Entertainment,Fighting,2006.0,0.01,0.01,0.05,0.0
The King of Fighters 2006,PS2,Ignition Entertainment,Fighting,2006.0,0.01,0.01,0.05,0.0
The King of Fighters XI,PS2,Ignition Entertainment,Fighting,2006.0,0.07,0.06,0.04,0.02
The King of Fighters XI,PS2,Ignition Entertainment,Fighting,2006.0,0.07,0.06,0.04,0.02
The King of Fighters XII,X360,Ignition Entertainment,Fighting,2009.0,0.09,0.0,0.01,0.01
The King of Fighters XII,X360,Ignition Entertainment,Fighting,2009.0,0.09,0.0,0.01,0.01
The King of Fighters XII,PS3,Ignition Entertainment,Fighting,2009.0,0.11,0.01,0.03,0.01
The King of Fighters XII,PS3,Ignition Entertainment,Fighting,2009.0,0.11,0.01,0.03,0.01
The King of Fighters XIII,PS3,Rising Star Games,Fighting,2011.0,0.17,0.07,0.04,0.03
The King of Fighters XIII,PS3,Rising Star Games,Fighting,2011.0,0.17,0.07,0.04,0.03
The King of Fighters XIII,X360,Rising Star Games,Fighting,2011.0,0.23,0.07,0.01,0.03
The King of Fighters XIII,X360,Rising Star Games,Fighting,2011.0,0.23,0.07,0.01,0.03
The King of Fighters XIV,PS4,Deep Silver,Fighting,2016.0,0.04,0.01,0.03,0.01
The King of Fighters XIV,PS4,Deep Silver,Fighting,2016.0,0.04,0.01,0.03,0.01
The LEGO Movie Videogame,3DS,Warner Bros. Interactive Entertainment,Action,2014.0,0.28,0.31,0.05,0.05
The LEGO Movie Videogame,3DS,Warner Bros. Interactive Entertainment,Action,2014.0,0.28,0.31,0.05,0.05
The LEGO Movie Videogame,PS3,Warner Bros. Interactive Entertainment,Action,2014.0,0.33,0.48,0.02,0.18
The LEGO Movie Videogame,PS3,Warner Bros. Interactive Entertainment,Action,2014.0,0.33,0.48,0.02,0.18
The LEGO Movie Videogame,PS4,Warner Bros. Interactive Entertainment,Action,2014.0,0.24,0.31,0.01,0.11
The LEGO Movie Videogame,PS4,Warner Bros. Interactive Entertainment,Action,2014.0,0.24,0.31,0.01,0.11
The LEGO Movie Videogame,WiiU,Warner Bros. Interactive Entertainment,Action,2014.0,0.35,0.23,0.03,0.06
The LEGO Movie Videogame,WiiU,Warner Bros. Interactive Entertainment,Action,2014.0,0.35,0.23,0.03,0.06
The Last Story,Wii,Nintendo,Role-Playing,2011.0,0.32,0.13,0.18,0.04
The Last Story,Wii,Nintendo,Role-Playing,2011.0,0.32,0.13,0.18,0.04
The Legend of Dragoon,PS,Sony Computer Entertainment,Role-Playing,1999.0,0.94,0.44,0.39,0.1
The Legend of Dragoon,PS,Sony Computer Entertainment,Role-Playing,1999.0,0.94,0.44,0.39,0.1
The Legend of Heroes: Trails of Cold Steel,PSV,Nippon Ichi Software,Role-Playing,2013.0,0.08,0.05,0.14,0.04
The Legend of Heroes: Trails of Cold Steel,PSV,Nippon Ichi Software,Role-Playing,2013.0,0.08,0.05,0.14,0.04
The Legend of Heroes: Trails of Cold Steel,PS3,Nippon Ichi Software,Role-Playing,2013.0,0.05,0.04,0.12,0.02
The Legend of Heroes: Trails of Cold Steel,PS3,Nippon Ichi Software,Role-Playing,2013.0,0.05,0.04,0.12,0.02
The Legend of Heroes: Trails of Cold Steel II,PSV,Nippon Ichi Software,Role-Playing,2014.0,0.02,0.0,0.13,0.01
The Legend of Heroes: Trails of Cold Steel II,PSV,Nippon Ichi Software,Role-Playing,2014.0,0.02,0.0,0.13,0.01
The Legend of Heroes: Trails of Cold Steel II,PS3,Nippon Ichi Software,Role-Playing,2014.0,0.01,0.0,0.11,0.0
The Legend of Heroes: Trails of Cold Steel II,PS3,Nippon Ichi Software,Role-Playing,2014.0,0.01,0.0,0.11,0.0
The Legend of Kage 2,DS,Square Enix,Action,2008.0,0.07,0.0,0.0,0.0
The Legend of Kage 2,DS,Square Enix,Action,2008.0,0.07,0.0,0.0,0.0
The Legend of Legacy,3DS,FuRyu,Role-Playing,2015.0,0.11,0.02,0.1,0.01
The Legend of Legacy,3DS,FuRyu,Role-Playing,2015.0,0.11,0.02,0.1,0.01
The Lord of the Rings: The Return of the King,PS2,Electronic Arts,Action,2003.0,1.5,1.28,0.05,0.46
The Lord of the Rings: The Return of the King,PS2,Electronic Arts,Action,2003.0,1.5,1.28,0.05,0.46
The Lord of the Rings: The Two Towers,PS2,Electronic Arts,Action,2002.0,1.94,1.95,0.08,0.7
The Lord of the Rings: The Two Towers,PS2,Electronic Arts,Action,2002.0,1.94,1.95,0.08,0.7
The Munchables,Wii,Namco Bandai Games,Action,2009.0,0.17,0.0,0.0,0.01
The Munchables,Wii,Namco Bandai Games,Action,2009.0,0.17,0.0,0.0,0.01
The New Tetris,N64,Nintendo,Puzzle,1999.0,0.22,0.05,0.02,0.0
The New Tetris,N64,Nintendo,Puzzle,1999.0,0.22,0.05,0.02,0.0
The Orange Box,X360,Electronic Arts,Shooter,2007.0,1.09,0.54,0.02,0.17
The Orange Box,X360,Electronic Arts,Shooter,2007.0,1.09,0.54,0.02,0.17
The Order: 1886,PS4,Sony Computer Entertainment,Shooter,2015.0,0.61,0.78,0.06,0.27
The Order: 1886,PS4,Sony Computer Entertainment,Shooter,2015.0,0.61,0.78,0.06,0.27
The Raiden Project,PS,Ocean,Shooter,1995.0,0.06,0.04,0.12,0.01
The Raiden Project,PS,Ocean,Shooter,1995.0,0.06,0.04,0.12,0.01
The Rub Rabbits!,DS,Sega,Puzzle,2005.0,0.03,0.0,0.04,0.0
The Rub Rabbits!,DS,Sega,Puzzle,2005.0,0.03,0.0,0.04,0.0
The Shoot,PS3,Sony Computer Entertainment,Shooter,2010.0,0.13,0.16,0.01,0.06
The Shoot,PS3,Sony Computer Entertainment,Shooter,2010.0,0.13,0.16,0.01,0.06
The Sims 3,PS3,Electronic Arts,Simulation,2010.0,0.73,0.97,0.02,0.34
The Sims 3,PS3,Electronic Arts,Simulation,2010.0,0.73,0.97,0.02,0.34
The Sims 3,X360,Electronic Arts,Simulation,2010.0,1.27,0.86,0.0,0.2
The Sims 3,X360,Electronic Arts,Simulation,2010.0,1.27,0.86,0.0,0.2
The Sims 3,3DS,Electronic Arts,Simulation,2011.0,0.3,0.37,0.03,0.07
The Sims 3,3DS,Electronic Arts,Simulation,2011.0,0.3,0.37,0.03,0.07
The Sky Crawlers: Innocent Aces,Wii,Namco Bandai Games,Simulation,2008.0,0.09,0.02,0.01,0.01
The Sky Crawlers: Innocent Aces,Wii,Namco Bandai Games,Simulation,2008.0,0.09,0.02,0.01,0.01
The Sly Collection,PS3,Sony Computer Entertainment,Platform,2010.0,0.52,0.09,0.01,0.07
The Sly Collection,PS3,Sony Computer Entertainment,Platform,2010.0,0.52,0.09,0.01,0.07
The Walking Dead: Season Two,PSV,Telltale Games,Adventure,2014.0,0.1,0.0,0.01,0.03
The Walking Dead: Season Two,PSV,Telltale Games,Adventure,2014.0,0.1,0.0,0.01,0.03
The Walking Dead: Season Two,PS4,Telltale Games,Adventure,2014.0,0.1,0.09,0.01,0.04
The Walking Dead: Season Two,PS4,Telltale Games,Adventure,2014.0,0.1,0.09,0.01,0.04
The Witch and the Hundred Knight,PS3,Nippon Ichi Software,Role-Playing,2013.0,0.06,0.02,0.1,0.01
The Witch and the Hundred Knight,PS3,Nippon Ichi Software,Role-Playing,2013.0,0.06,0.02,0.1,0.01
The Witch and the Hundred Knight,PS4,Nippon Ichi Software,Role-Playing,2015.0,0.02,0.01,0.05,0.01
The Witch and the Hundred Knight,PS4,Nippon Ichi Software,Role-Playing,2015.0,0.02,0.01,0.05,0.01
The Witcher 2: Assassins of Kings,X360,Namco Bandai Games,Action,2012.0,0.48,0.36,0.02,0.08
The Witcher 2: Assassins of Kings,X360,Namco Bandai Games,Action,2012.0,0.48,0.36,0.02,0.08
The Wonderful 101,WiiU,Nintendo,Action,2013.0,0.2,0.1,0.08,0.03
The Wonderful 101,WiiU,Nintendo,Action,2013.0,0.2,0.1,0.08,0.03
Theatrhythm Final Fantasy: Curtain Call,3DS,Square Enix,Misc,2014.0,0.13,0.08,0.15,0.02
Theatrhythm Final Fantasy: Curtain Call,3DS,Square Enix,Misc,2014.0,0.13,0.08,0.15,0.02
Theme Hospital,PS,Electronic Arts,Strategy,1998.0,0.03,0.02,0.03,0.01
Theme Hospital,PS,Electronic Arts,Strategy,1998.0,0.03,0.02,0.03,0.01
Theme Park,DS,Electronic Arts,Simulation,2007.0,0.0,0.03,0.03,0.0
Theme Park,DS,Electronic Arts,Simulation,2007.0,0.0,0.03,0.03,0.0
Theme Park,PS,Electronic Arts,Simulation,1994.0,0.24,0.16,0.13,0.04
Theme Park,PS,Electronic Arts,Simulation,1994.0,0.24,0.16,0.13,0.04
Time Crisis,PS,Namco Bandai Games,Shooter,1997.0,0.38,0.87,0.33,0.1
Time Crisis,PS,Namco Bandai Games,Shooter,1997.0,0.38,0.87,0.33,0.1
Time Crisis 4,PS3,Namco Bandai Games,Shooter,2007.0,0.32,0.33,0.05,0.14
Time Crisis 4,PS3,Namco Bandai Games,Shooter,2007.0,0.32,0.33,0.05,0.14
Time Crisis: Razing Storm,PS3,Namco Bandai Games,Shooter,2010.0,0.18,0.21,0.07,0.08
Time Crisis: Razing Storm,PS3,Namco Bandai Games,Shooter,2010.0,0.18,0.21,0.07,0.08
Time Hollow,DS,Konami Digital Entertainment,Adventure,2008.0,0.03,0.01,0.11,0.0
Time Hollow,DS,Konami Digital Entertainment,Adventure,2008.0,0.03,0.01,0.11,0.0
Time and Eternity,PS3,Nippon Ichi Software,Role-Playing,2012.0,0.06,0.03,0.06,0.02
Time and Eternity,PS3,Nippon Ichi Software,Role-Playing,2012.0,0.06,0.03,0.06,0.02
Titanfall,XOne,Electronic Arts,Shooter,2014.0,1.84,0.8,0.04,0.22
Titanfall,XOne,Electronic Arts,Shooter,2014.0,1.84,0.8,0.04,0.22
Titanfall,X360,Electronic Arts,Shooter,2014.0,0.87,0.38,0.02,0.11
Titanfall,X360,Electronic Arts,Shooter,2014.0,0.87,0.38,0.02,0.11
Tobal No.1,PS,Sony Computer Entertainment,Fighting,1996.0,0.12,0.08,0.66,0.06
Tobal No.1,PS,Sony Computer Entertainment,Fighting,1996.0,0.12,0.08,0.66,0.06
Tokyo Highway Battle,PS,Jaleco,Racing,1996.0,0.06,0.04,0.21,0.02
Tokyo Highway Battle,PS,Jaleco,Racing,1996.0,0.06,0.04,0.21,0.02
Tokyo Twilight Ghost Hunters,PSV,Aksys Games,Role-Playing,2014.0,0.06,0.01,0.02,0.02
Tokyo Twilight Ghost Hunters,PSV,Aksys Games,Role-Playing,2014.0,0.06,0.01,0.02,0.02
Tokyo Twilight Ghost Hunters,PS3,Aksys Games,Role-Playing,2014.0,0.03,0.0,0.02,0.01
Tokyo Twilight Ghost Hunters,PS3,Aksys Games,Role-Playing,2014.0,0.03,0.0,0.02,0.01
Tokyo Xtreme Racer 3,PS2,Genki,Racing,2003.0,0.35,0.27,0.21,0.09
Tokyo Xtreme Racer 3,PS2,Genki,Racing,2003.0,0.35,0.27,0.21,0.09
Tokyo Xtreme Racer Zero,PS2,Crave Entertainment,Racing,2000.0,0.66,0.52,0.15,0.17
Tokyo Xtreme Racer Zero,PS2,Crave Entertainment,Racing,2000.0,0.66,0.52,0.15,0.17
Tom Clancy's EndWar,PS3,Ubisoft,Strategy,2008.0,0.32,0.22,0.01,0.1
